,modelId,layer,index,description,explanationModelName,typeName
694,gpt2-small,8-res_fs768-jb,694,attributions or causes stated in text,gpt-3.5-turbo,oai_token-act-pair
695,gpt2-small,8-res_fs768-jb,695,phrases related to decision-making and consideration,gpt-3.5-turbo,oai_token-act-pair
696,gpt2-small,8-res_fs768-jb,696,phrases related to marketing strategies and reaching a target audience in social media,gpt-3.5-turbo,oai_token-act-pair
697,gpt2-small,8-res_fs768-jb,697,contractions,gpt-3.5-turbo,oai_token-act-pair
698,gpt2-small,8-res_fs768-jb,698,words related to social justice and activism,gpt-3.5-turbo,oai_token-act-pair
699,gpt2-small,8-res_fs768-jb,699,sentences or phrases related to economic or geopolitical analysis,gpt-3.5-turbo,oai_token-act-pair
700,gpt2-small,8-res_fs768-jb,700,Jewish religious figures and related locations or events,gpt-3.5-turbo,oai_token-act-pair
701,gpt2-small,8-res_fs768-jb,701,mentions of organizations or entities in a formal context,gpt-3.5-turbo,oai_token-act-pair
702,gpt2-small,8-res_fs768-jb,702,ways or methods of doing something,gpt-3.5-turbo,oai_token-act-pair
703,gpt2-small,8-res_fs768-jb,703,"information related to criminal activities, legal proceedings, and investigations",gpt-3.5-turbo,oai_token-act-pair
704,gpt2-small,8-res_fs768-jb,704," information related to rules, regulations, and legal matters",gpt-3.5-turbo,oai_token-act-pair
705,gpt2-small,8-res_fs768-jb,705,"references to writing activities such as writing books, journal articles, and letters",gpt-3.5-turbo,oai_token-act-pair
706,gpt2-small,8-res_fs768-jb,706,information related to scientific studies and medical conditions,gpt-3.5-turbo,oai_token-act-pair
707,gpt2-small,8-res_fs768-jb,707,"words related to actions, behavior, and consequences",gpt-3.5-turbo,oai_token-act-pair
708,gpt2-small,8-res_fs768-jb,708,phrases related to medical procedures and healthcare policies,gpt-3.5-turbo,oai_token-act-pair
709,gpt2-small,8-res_fs768-jb,709,expressions of disagreement and contrasting viewpoints,gpt-3.5-turbo,oai_token-act-pair
710,gpt2-small,8-res_fs768-jb,710,words related to negative political opinions and controversy,gpt-3.5-turbo,oai_token-act-pair
711,gpt2-small,8-res_fs768-jb,711,phrases related to fighting or contesting,gpt-3.5-turbo,oai_token-act-pair
712,gpt2-small,8-res_fs768-jb,712,"references to technological advancements, particularly in the field of robotics and automation",gpt-3.5-turbo,oai_token-act-pair
713,gpt2-small,8-res_fs768-jb,713,locations or proper nouns related to a specific dystopian movie franchise,gpt-3.5-turbo,oai_token-act-pair
714,gpt2-small,8-res_fs768-jb,714,"words related to physical attributes such as weight, exercise, appearance, and other related concepts",gpt-3.5-turbo,oai_token-act-pair
715,gpt2-small,8-res_fs768-jb,716,text related to various forms of hard work and dedication,gpt-3.5-turbo,oai_token-act-pair
716,gpt2-small,8-res_fs768-jb,717,sentence structures with a negative context or controversy,gpt-3.5-turbo,oai_token-act-pair
717,gpt2-small,8-res_fs768-jb,718,phrases related to failure to meet expectations or obligations,gpt-3.5-turbo,oai_token-act-pair
718,gpt2-small,8-res_fs768-jb,719,phrases related to news articles and journalism,gpt-3.5-turbo,oai_token-act-pair
719,gpt2-small,8-res_fs768-jb,720,technical and scientific terms,gpt-3.5-turbo,oai_token-act-pair
720,gpt2-small,8-res_fs768-jb,721,technical terms related to technology and economy,gpt-3.5-turbo,oai_token-act-pair
721,gpt2-small,8-res_fs768-jb,722,"legal terms and discussions, specifically related to the death penalty and impeachment",gpt-3.5-turbo,oai_token-act-pair
722,gpt2-small,8-res_fs768-jb,723,time-related events and historical context,gpt-3.5-turbo,oai_token-act-pair
723,gpt2-small,8-res_fs768-jb,724,questions and statements related to inquiry and criticism,gpt-3.5-turbo,oai_token-act-pair
724,gpt2-small,8-res_fs768-jb,725, words related to surveys and polls,gpt-3.5-turbo,oai_token-act-pair
725,gpt2-small,8-res_fs768-jb,726,stories or articles about crimes and criminal activities,gpt-3.5-turbo,oai_token-act-pair
726,gpt2-small,8-res_fs768-jb,727,personal possessive pronouns and possessive determiners,gpt-3.5-turbo,oai_token-act-pair
727,gpt2-small,8-res_fs768-jb,728,words related to criticism or negative judgment,gpt-3.5-turbo,oai_token-act-pair
728,gpt2-small,8-res_fs768-jb,729,"phrases related to specific events or actions starting with the word ""When""",gpt-3.5-turbo,oai_token-act-pair
729,gpt2-small,8-res_fs768-jb,730,"phrases related to leadership, innovation, and societal progress",gpt-3.5-turbo,oai_token-act-pair
730,gpt2-small,8-res_fs768-jb,731,parts of text related to geography and climate,gpt-3.5-turbo,oai_token-act-pair
731,gpt2-small,8-res_fs768-jb,732,details related to historic events and people mentioned in news articles,gpt-3.5-turbo,oai_token-act-pair
732,gpt2-small,8-res_fs768-jb,733,"phrases related to political events and activities, specifically focusing on US politics and international conflicts",gpt-3.5-turbo,oai_token-act-pair
733,gpt2-small,8-res_fs768-jb,734,"instances of the word ""of"" occurring with emphasis, particularly in phrases or contexts that convey importance or strong impact",gpt-3.5-turbo,oai_token-act-pair
734,gpt2-small,8-res_fs768-jb,735,technical terms and references related to regulations or official documents,gpt-3.5-turbo,oai_token-act-pair
735,gpt2-small,8-res_fs768-jb,736,"information related to political systems and societal implications, such as voter disenfranchisement, automation impact on jobs, explanations of economic concepts, and arguments related to the Electoral College",gpt-3.5-turbo,oai_token-act-pair
736,gpt2-small,8-res_fs768-jb,737,instances where people are sitting or being forced to sit in various situations and environments,gpt-3.5-turbo,oai_token-act-pair
737,gpt2-small,8-res_fs768-jb,738,"proper nouns, names, and places",gpt-3.5-turbo,oai_token-act-pair
738,gpt2-small,8-res_fs768-jb,739,direct actions or impacts,gpt-3.5-turbo,oai_token-act-pair
739,gpt2-small,8-res_fs768-jb,740,phrases related to legal issues and news reporting,gpt-3.5-turbo,oai_token-act-pair
740,gpt2-small,8-res_fs768-jb,741,comparative phrases indicating greater importance or intensity,gpt-3.5-turbo,oai_token-act-pair
741,gpt2-small,8-res_fs768-jb,742,statements made by individuals,gpt-3.5-turbo,oai_token-act-pair
742,gpt2-small,8-res_fs768-jb,743,information related to sports and events,gpt-3.5-turbo,oai_token-act-pair
743,gpt2-small,8-res_fs768-jb,744,information related to economic developments and business news,gpt-3.5-turbo,oai_token-act-pair
744,gpt2-small,8-res_fs768-jb,745,chemical substances or items related to cleaning or house maintenance,gpt-3.5-turbo,oai_token-act-pair
745,gpt2-small,8-res_fs768-jb,746,phrases related to legal or formal statements,gpt-3.5-turbo,oai_token-act-pair
746,gpt2-small,8-res_fs768-jb,747,words related to communication and discussion in a professional or interpersonal setting,gpt-3.5-turbo,oai_token-act-pair
747,gpt2-small,8-res_fs768-jb,748,"proper names like locations, job titles, and organizations",gpt-3.5-turbo,oai_token-act-pair
748,gpt2-small,8-res_fs768-jb,749,expressions of gratitude and appreciation,gpt-3.5-turbo,oai_token-act-pair
749,gpt2-small,8-res_fs768-jb,750,geographic locations and directions,gpt-3.5-turbo,oai_token-act-pair
750,gpt2-small,8-res_fs768-jb,751,references to Air Force-related terms and activities,gpt-3.5-turbo,oai_token-act-pair
751,gpt2-small,8-res_fs768-jb,752,dates and significant events from sports-related texts,gpt-3.5-turbo,oai_token-act-pair
752,gpt2-small,8-res_fs768-jb,753,expressions indicating uncertainty or speculation,gpt-3.5-turbo,oai_token-act-pair
753,gpt2-small,8-res_fs768-jb,754,"the word ""Any"" coupled with various follow-up words or phrases",gpt-3.5-turbo,oai_token-act-pair
754,gpt2-small,8-res_fs768-jb,755,phrases related to time and history,gpt-3.5-turbo,oai_token-act-pair
755,gpt2-small,8-res_fs768-jb,756,phrases related to political commentary and society opinion,gpt-3.5-turbo,oai_token-act-pair
756,gpt2-small,8-res_fs768-jb,757,mentions of famous individuals and their roles or activities,gpt-3.5-turbo,oai_token-act-pair
757,gpt2-small,8-res_fs768-jb,758,"terms related to social, political, and legal issues, as well as technological terms like software and hardware",gpt-3.5-turbo,oai_token-act-pair
758,gpt2-small,8-res_fs768-jb,759,"references to specific locations, particularly in political contexts",gpt-3.5-turbo,oai_token-act-pair
759,gpt2-small,8-res_fs768-jb,760,phrases related to contracts or agreements,gpt-3.5-turbo,oai_token-act-pair
760,gpt2-small,8-res_fs768-jb,761,sentences related to business openings or launches,gpt-3.5-turbo,oai_token-act-pair
761,gpt2-small,8-res_fs768-jb,762,names of individuals,gpt-3.5-turbo,oai_token-act-pair
762,gpt2-small,8-res_fs768-jb,763,past tense verbs related to leaving or departing from a place or position,gpt-3.5-turbo,oai_token-act-pair
763,gpt2-small,8-res_fs768-jb,764,talking about sports events and performances,gpt-3.5-turbo,oai_token-act-pair
764,gpt2-small,8-res_fs768-jb,765,instructions or steps outlined in a document,gpt-3.5-turbo,oai_token-act-pair
765,gpt2-small,8-res_fs768-jb,766,"references to data, including data storage, management, analysis, and security",gpt-3.5-turbo,oai_token-act-pair
766,gpt2-small,8-res_fs768-jb,767,countries or locations,gpt-3.5-turbo,oai_token-act-pair
767,gpt2-small,8-res_fs768-jb,8,"political and governmental references, including discussions, controversies, and meetings",gpt-3.5-turbo,oai_token-act-pair
768,gpt2-small,8-res_fs768-jb,116,text related to legal proceedings and investigations,gpt-3.5-turbo,oai_token-act-pair
769,gpt2-small,8-res_fs768-jb,194,"formal terms followed by verbs, actions or situations related to news or events",gpt-3.5-turbo,oai_token-act-pair
